feature                   log-likelihood  sense        
shelf                     2.87045         product        
space                     2.87045         product        
raising                   2.87045         product        
ante                      2.87045         product        
truck                     2.87045         product        
Dec                       2.87045         product        
Michael                   2.87045         product        
Swavely                   2.87045         product        
Compaq                    2.87045         product        
"at                       2.87045         product        
Investors                 2.84587         phone          
Alert                     2.84587         phone          
mainframe                 2.84048         product        
priced                    2.84048         product        
lower                     2.84048         product        
overhead                  2.84048         product        
anniversary               2.81245         product        
Culinova                  2.81245         product        
fresh                     2.81245         product        
entrees                   2.81245         product        
launched                  2.81245         product        
Philip                    2.81245         product        
Morris                    2.81245         product        
Cos                       2.81245         product        
protection                2.81111         phone          
video                     2.81111         phone          
especially                2.78612         product        
consider                  2.78612         product        
filing                    2.78612         product        
Pete                      2.77893         phone          
Russo                     2.77893         phone          
plan                      2.74896         phone          
froze                     2.74896         phone          
party                     2.74896         phone          
calling                   2.74896         phone          
previous                  2.73782         product        
Jerome                    2.73782         product        
Jenko                     2.73782         product        
Minnetonka                2.73782         product        
expects                   2.73782         product        
Calvin                    2.71554         product        
Klein                     2.71554         product        
fragrances                2.71554         product        
sergeant                  2.69461         phone          
furred                    2.69461         phone          
sleep                     2.69461         phone          
came                      2.69461         phone          
machines                  2.69461         product        
accommodate               2.69461         phone          
Merlin                    2.69461         phone          
scrapped                  2.67415         product        
According                 2.66978         product        
Telenet                   2.66978         phone          
attached                  2.62402         phone          
risen                     2.61863         product        
lately                    2.61863         product        
standards                 2.6016          product        
Fiscal                    2.6016          product        
predicted                 2.6016          product        
Morino                    2.6016          product        
interview                 2.6016          product        
attributed                2.6016          product        
struggling                2.58521         product        
economic                  2.58263         phone          
downturn                  2.58263         phone          
Industries                2.52521         product        
women                     2.52521         product        
displays                  2.51008         phone          
thousand                  2.44793         phone          
Leave                     2.44793         phone          
me                        2.44793         phone          
wants                     2.34448         product        
establish                 2.34448         product        
higher-margin             2.32638         product        
competitors               2.30057         product        
Equipment                 2.30057         product        
unveiled                  2.30057         product        
standard                  2.28418         product        
personal                  2.28418         product        
computing                 2.28418         product        
booming                   2.21748         phone          
shipped                   2.18406         product        
Clones                    2.08208         product        
underpriced               2.08208         product        
General                   1.8376          product        
Foods                     1.8376          product        
rocky                     1.7565          product        
Nynex                     1.60283         phone          
PS/                       1.54675         product        
access                    1.41374         phone          
California                1.34871         phone          
economy                   1.34871         phone          
no                        1.20546         phone          
sales                     1.06483         product        
International             1.05461         product        
calls                     1.04576         phone          
plans                     1.02242         product        
product                   1.02242         product        
products                  1.01114         product        
people                    0.99461         phone          
analysts                  0.98766         product        
York                      0.96658         phone          
information               0.93662         phone          
open                      0.93662         phone          
)                         0.93662         phone          
office                    0.93662         phone          
she                       0.93662         phone          
selling                   0.90848         product        
GM                        0.90848         product        
network                   0.86967         phone          
charge                    0.86967         phone          
Telephone                 0.86967         phone          
Pacific                   0.86967         phone          
current                   0.86272         product        
Machines                  0.86272         product        
dealers                   0.86272         product        
sell                      0.86272         product        
spokesman                 0.86272         product        
industry                  0.86272         product        
first                     0.81157         product        
sale                      0.81157         product        
less                      0.81157         product        
long                      0.79049         phone          
Communications            0.79049         phone          
costs                     0.79049         phone          
Texas                     0.79049         phone          
pay                       0.79049         phone          
end                       0.76053         phone          
sold                      0.75358         product        
under                     0.75358         product        
American                  0.75358         product        
includes                  0.75358         product        
analyst                   0.75358         product        
share                     0.75358         product        
designed                  0.75358         product        
companies                 0.74473         phone          
got                       0.74473         phone          
price                     0.72139         product        
New                       0.69358         phone          
So                        0.69358         phone          
French                    0.69358         phone          
talk                      0.69358         phone          
let                       0.69358         phone          
chairman                  0.69358         phone          
They                      0.69358         phone          
AT&T                      0.69358         phone          
primarily                 0.69358         phone          
know                      0.69358         phone          
firms                     0.69358         phone          
dozen                     0.69358         phone          
little                    0.69358         phone          
gave                      0.69358         phone          
day                       0.69358         phone          
re                        0.69358         phone          
expenses                  0.69358         phone          
come                      0.69358         phone          
exchange                  0.69358         phone          
Then                      0.69358         phone          
state                     0.69358         phone          
nearly                    0.68663         product        
vice                      0.68663         product        
K                         0.68663         product        
development               0.68663         product        
IBM                       0.67749         product        
I                         0.66139         phone          
rose                      0.64884         product        
another                   0.63559         phone          
each                      0.63559         phone          
private                   0.63559         phone          
computers                 0.62448         product        
increased                 0.6144          phone          
what                      0.6144          phone          
April                     0.60745         product        
planned                   0.60745         product        
strategy                  0.60745         product        
include                   0.60745         product        
likely                    0.60745         product        
old                       0.60745         product        
reduced                   0.60745         product        
executives                0.60745         product        
next                      0.60745         product        
without                   0.60745         product        
existing                  0.60745         product        
Corp                      0.59486         product        
lines                     0.58288         phone          
number                    0.56864         phone          
regulators                0.56864         phone          
investment                0.56864         phone          
After                     0.56864         phone          
tip                       0.56864         phone          
posted                    0.56864         phone          
workers                   0.56864         phone          
look                      0.56864         phone          
among                     0.56864         phone          
again                     0.56864         phone          
there                     0.56864         phone          
change                    0.56864         phone          
concern                   0.56864         phone          
systems                   0.56864         phone          
Rolm                      0.56864         phone          
offices                   0.56864         phone          
radio                     0.56864         phone          
Great                     0.56864         phone          
found                     0.56864         phone          
regional                  0.56864         phone          
hard                      0.56864         phone          
parents                   0.56864         phone          
then                      0.56864         phone          
tried                     0.56864         phone          
home                      0.56864         phone          
customer                  0.56864         phone          
perhaps                   0.56864         phone          
period                    0.56864         phone          
his                       0.55225         phone          
its                       0.54396         product        
offered                   0.51054         product        
most                      0.51054         product        
makes                     0.51054         product        
Computer                  0.51054         product        
ever                      0.51054         product        
units                     0.51054         product        
general                   0.51054         product        
Also                      0.51054         product        
separate                  0.51054         product        
To                        0.51054         product        
lost                      0.51054         product        
Its                       0.51054         product        
children                  0.51054         product        
base                      0.51054         product        
Such                      0.51054         product        
"We                       0.51054         product        
reported                  0.51054         product        
national                  0.51054         product        
-based                    0.51054         product        
sells                     0.51054         product        
lot                       0.51054         product        
declined                  0.51054         product        
technology                0.51054         product        
market                    0.49675         product        
didn                      0.48946         phone          
system                    0.48946         phone          
like                      0.48946         phone          
picked                    0.48946         phone          
ve                        0.48946         phone          
held                      0.48946         phone          
direct                    0.48946         phone          
or                        0.48946         phone          
computer                  0.48251         product        
competition               0.45255         product        
years                     0.45255         product        
shares                    0.45255         product        
their                     0.43831         phone          
software                  0.42036         product        
over                      0.41888         phone          
working                   0.39255         phone          
director                  0.39255         phone          
goes                      0.39255         phone          
uses                      0.39255         phone          
order                     0.39255         phone          
terminals                 0.39255         phone          
Securities                0.39255         phone          
getting                   0.39255         phone          
former                    0.39255         phone          
For                       0.39255         phone          
ones                      0.39255         phone          
keep                      0.39255         phone          
United                    0.39255         phone          
either                    0.39255         phone          
intended                  0.39255         phone          
L                         0.39255         phone          
house                     0.39255         phone          
area                      0.39255         phone          
started                   0.39255         phone          
Richard                   0.39255         phone          
together                  0.39255         phone          
taking                    0.39255         phone          
list                      0.39255         phone          
further                   0.39255         phone          
established               0.39255         phone          
eventually                0.39255         phone          
weren                     0.39255         phone          
her                       0.39255         phone          
numbers                   0.39255         phone          
felt                      0.39255         phone          
gained                    0.39255         phone          
White                     0.39255         phone          
House                     0.39255         phone          
internal                  0.39255         phone          
America                   0.39255         phone          
climbed                   0.39255         phone          
pretty                    0.39255         phone          
union                     0.39255         phone          
record                    0.39255         phone          
having                    0.39255         phone          
how                       0.39255         phone          
husband                   0.39255         phone          
Brothers                  0.39255         phone          
agency                    0.39255         phone          
result                    0.39255         phone          
become                    0.39255         phone          
additional                0.39255         phone          
sizable                   0.39255         phone          
Wide                      0.39255         phone          
World                     0.39255         phone          
air                       0.39255         phone          
middle                    0.39255         phone          
pause                     0.39255         phone          
fund                      0.39255         phone          
John                      0.39255         phone          
mainly                    0.39255         phone          
eight                     0.39255         phone          
step                      0.39255         phone          
feels                     0.39255         phone          
firm                      0.39255         phone          
turn                      0.39255         phone          
Goldman                   0.39255         phone          
Sachs                     0.39255         phone          
What                      0.39255         phone          
always                    0.39255         phone          
Oh                        0.39255         phone          
reach                     0.39255         phone          
orders                    0.39255         phone          
representatives           0.39255         phone          
placed                    0.39255         phone          
was                       0.39255         phone          
&                         0.39255         phone          
back                      0.39255         phone          
increase                  0.39255         phone          
trading                   0.39255         phone          
those                     0.39255         phone          
features                  0.3856          product        
Digital                   0.3856          product        
As                        0.3856          product        
enough                    0.3856          product        
model                     0.3856          product        
being                     0.3856          product        
Ltd                       0.3856          product        
introduction              0.3856          product        
II                        0.3856          product        
think                     0.3856          product        
problem                   0.3856          product        
design                    0.3856          product        
largely                   0.3856          product        
increases                 0.3856          product        
closing                   0.3856          product        
potential                 0.3856          product        
start                     0.3856          product        
Europe                    0.3856          product        
two                       0.3856          product        
around                    0.3856          product        
because                   0.3856          product        
consumer                  0.3856          product        
big                       0.3856          product        
made                      0.3856          product        
make                      0.3856          product        
need                      0.3856          product        
unit                      0.3856          product        
instance                  0.3856          product        
performance               0.3856          product        
popular                   0.3856          product        
drugs                     0.3856          product        
weeks                     0.3856          product        
early                     0.3856          product        
large                     0.3856          product        
annual                    0.3856          product        
sources                   0.3856          product        
Like                      0.3856          product        
us                        0.3856          product        
series                    0.3856          product        
easier                    0.3856          product        
push                      0.3856          product        
Development               0.3856          product        
pressure                  0.3856          product        
latest                    0.3856          product        
store                     0.3856          product        
earlier                   0.3856          product        
previously                0.3856          product        
included                  0.3856          product        
G                         0.3856          product        
this                      0.36712         product        
many                      0.36036         phone          
when                      0.34679         phone          
Inc                       0.33984         product        
he                        0.33128         phone          
"                         0.3256          phone          
customers                 0.3256          phone          
s                         0.31661         product        
That                      0.31337         phone          
charges                   0.31337         phone          
them                      0.31337         phone          
now                       0.31337         phone          
been                      0.31337         phone          
He                        0.31337         phone          
if                        0.31337         phone          
going                     0.31337         phone          
It                        0.30642         product        
acquired                  0.30642         product        
expected                  0.30642         product        
already                   0.30642         product        
different                 0.30642         product        
program                   0.30642         product        
wouldn                    0.30642         product        
well                      0.30642         product        
higher                    0.30642         product        
until                     0.30642         product        
through                   0.30237         phone          
will                      0.30182         product        
year                      0.29666         product        
five                      0.29564         phone          
marketing                 0.27646         product        
hit                       0.26761         phone          
three                     0.26761         phone          
available                 0.26761         phone          
research                  0.26761         phone          
Some                      0.26761         phone          
using                     0.26761         phone          
add                       0.26761         phone          
our                       0.26761         phone          
since                     0.26761         phone          
public                    0.26761         phone          
officer                   0.26761         phone          
go                        0.26761         phone          
One                       0.26761         phone          
these                     0.26761         phone          
show                      0.26761         phone          
say                       0.26761         phone          
If                        0.26761         phone          
before                    0.26761         phone          
earnings                  0.26761         phone          
smaller                   0.26761         phone          
$                         0.2632          product        
new                       0.26066         product        
Business                  0.26066         product        
prices                    0.26066         product        
said                      0.25527         product        
one                       0.25425         phone          
more                      0.25371         product        
it                        0.24963         product        
on                        0.24475         phone          
can                       0.24279         phone          
up                        0.24128         phone          
about                     0.24128         phone          
get                       0.23765         phone          
data                      0.23765         phone          
after                     0.21646         phone          
total                     0.21646         phone          
control                   0.21646         phone          
low                       0.21646         phone          
offer                     0.21646         phone          
right                     0.21646         phone          
use                       0.21646         phone          
currently                 0.21646         phone          
announced                 0.21646         phone          
far                       0.20951         product        
N                         0.20951         product        
run                       0.20951         product        
ago                       0.20951         product        
Mr                        0.20951         product        
against                   0.20951         product        
cut                       0.20951         product        
demand                    0.20951         product        
Last                      0.20951         product        
introducing               0.20951         product        
name                      0.20951         product        
ground                    0.20951         product        
four                      0.20951         product        
own                       0.20951         product        
signed                    0.20951         product        
actions                   0.20951         product        
gain                      0.20951         product        
best                      0.20951         product        
return                    0.20951         product        
U                         0.20951         product        
J                         0.20951         product        
concentrate               0.20951         product        
cents                     0.20951         product        
paper                     0.20951         product        
changes                   0.20951         product        
common                    0.20951         product        
dealer                    0.20951         product        
facilities                0.20951         product        
"are                      0.20951         product        
used                      0.20951         product        
value                     0.20951         product        
"I                        0.20951         product        
center                    0.20951         product        
switch                    0.20951         product        
important                 0.20951         product        
vehicle                   0.20951         product        
copies                    0.20951         product        
quotes                    0.20951         product        
force                     0.20951         product        
star                      0.20951         product        
proprietary               0.20951         product        
Many                      0.20951         product        
late                      0.20951         product        
building                  0.20951         product        
continue                  0.20951         product        
North                     0.20951         product        
You                       0.20951         product        
Group                     0.20951         product        
doesn                     0.20951         product        
June                      0.20951         product        
half                      0.20951         product        
;                         0.20951         product        
addition                  0.20951         product        
commercial                0.20951         product        
thought                   0.20951         product        
"It                       0.20951         product        
corporate                 0.20951         product        
where                     0.20951         product        
testing                   0.20951         product        
created                   0.20951         product        
Three                     0.20951         product        
including                 0.20951         product        
inside                    0.20951         product        
sure                      0.20951         product        
disclosed                 0.20951         product        
every                     0.20951         product        
second                    0.20951         product        
mostly                    0.20951         product        
Despite                   0.20951         product        
full                      0.20951         product        
proposed                  0.20951         product        
Y                         0.20951         product        
applying                  0.20951         product        
everything                0.20951         product        
first-quarter             0.20951         product        
losses                    0.20951         product        
provide                   0.20951         product        
trucks                    0.20951         product        
cover                     0.20951         product        
bring                     0.20951         product        
commission                0.20951         product        
involved                  0.20951         product        
company                   0.20074         product        
t                         0.20066         phone          
major                     0.18843         phone          
off                       0.18843         phone          
they                      0.18843         phone          
some                      0.18723         product        
S                         0.18469         product        
all                       0.17172         product        
revenue                   0.1707          phone          
But                       0.16375         product        
president                 0.16375         product        
In                        0.16375         product        
are                       0.16375         product        
of                        0.16082         product        
while                     0.15847         phone          
last                      0.15836         product        
but                       0.15152         product        
such                      0.15152         product        
who                       0.14951         phone          
only                      0.14951         phone          
quarter                   0.14951         phone          
by                        0.14657         phone          
an                        0.14584         product        
business                  0.14584         product        
growth                    0.13728         phone          
%                         0.13312         product        
time                      0.13033         product        
same                      0.13033         product        
making                    0.13033         product        
several                   0.13033         product        
And                       0.13033         product        
adding                    0.13033         product        
Mrs                       0.13033         product        
have                      0.12494         phone          
had                       0.11955         phone          
as                        0.11634         phone          
<p>                       0.11346         product        
group                     0.1126          product        
recently                  0.1126          product        
than                      0.10478         product        
also                      0.10478         product        
million                   0.10371         product        
with                      0.09615         product        
other                     0.09152         product        
help                      0.09152         product        
special                   0.09152         product        
basic                     0.09152         phone          
sharply                   0.09152         phone          
past                      0.09152         phone          
below                     0.09152         product        
segment                   0.09152         product        
federal                   0.09152         product        
week                      0.09152         phone          
stay                      0.09152         phone          
Merrill                   0.09152         product        
called                    0.09152         phone          
millions                  0.09152         phone          
-year-old                 0.09152         phone          
cost                      0.09152         product        
jointly                   0.09152         phone          
replace                   0.09152         phone          
core                      0.09152         product        
oil                       0.09152         product        
rate                      0.09152         product        
extensions                0.09152         product        
give                      0.09152         product        
awful                     0.09152         phone          
do                        0.09152         phone          
subsidiary                0.09152         phone          
cut-rate                  0.09152         phone          
These                     0.09152         phone          
setting                   0.09152         product        
often                     0.09152         product        
original                  0.09152         phone          
gone                      0.09152         phone          
By                        0.09152         phone          
so                        0.09152         phone          
took                      0.09152         phone          
put                       0.09152         phone          
might                     0.09152         product        
lead                      0.09152         phone          
contract                  0.09152         phone          
proceeds                  0.09152         phone          
six                       0.09152         phone          
don                       0.09152         phone          
forcing                   0.09152         phone          
Revenue                   0.09152         phone          
connection                0.09152         phone          
chief                     0.09152         phone          
players                   0.09152         product        
lack                      0.09152         product        
power                     0.09152         product        
fees                      0.09152         product        
ability                   0.09152         phone          
fairly                    0.09152         phone          
flat                      0.09152         phone          
spot                      0.09152         phone          
profitable                0.09152         product        
aircraft                  0.09152         product        
handling                  0.09152         product        
bottom                    0.09152         product        
A                         0.09152         product        
arms                      0.09152         product        
Once                      0.09152         phone          
wanted                    0.09152         phone          
juice                     0.09152         phone          
relative                  0.09152         phone          
hasn                      0.09152         phone          
West                      0.09152         phone          
publisher                 0.09152         phone          
notes                     0.09152         phone          
least                     0.09152         product        
word                      0.09152         product        
capacity                  0.09152         phone          
largest                   0.09152         phone          
rock                      0.09152         product        
member                    0.09152         phone          
possibly                  0.09152         phone          
drive                     0.09152         phone          
m                         0.09152         phone          
sister                    0.09152         product        
October                   0.09152         product        
Department                0.09152         phone          
break                     0.09152         phone          
whose                     0.09152         phone          
aren                      0.09152         product        
starting                  0.09152         product        
haven                     0.09152         phone          
seem                      0.09152         product        
initially                 0.09152         phone          
Air                       0.09152         phone          
familiar                  0.09152         phone          
staff                     0.09152         phone          
investments               0.09152         product        
easily                    0.09152         product        
Britain                   0.09152         product        
agent                     0.09152         phone          
light                     0.09152         phone          
This                      0.09152         phone          
de                        0.09152         phone          
D                         0.09152         product        
remainder                 0.09152         phone          
volume                    0.09152         phone          
spring                    0.09152         product        
baby                      0.09152         product        
child                     0.09152         product        
moving                    0.09152         phone          
dispute                   0.09152         product        
helped                    0.09152         product        
door                      0.09152         phone          
automated                 0.09152         product        
raise                     0.09152         product        
fare                      0.09152         phone          
fastest-growing           0.09152         product        
applications              0.09152         phone          
housing                   0.09152         phone          
soaps                     0.09152         phone          
why                       0.09152         product        
Bailey                    0.09152         product        
pregnant                  0.09152         product        
B                         0.09152         product        
account                   0.09152         phone          
Customers                 0.09152         phone          
satisfaction              0.09152         product        
corporations              0.09152         product        
hold                      0.09152         product        
"Our                      0.09152         product        
aides                     0.09152         product        
considerable              0.09152         product        
dollar                    0.09152         product        
Sept                      0.09152         product        
officials                 0.09152         product        
expectations              0.09152         product        
hardware                  0.09152         product        
grown                     0.09152         product        
employees                 0.09152         product        
recent                    0.09152         phone          
responsible               0.09152         product        
tell                      0.09152         phone          
E                         0.09152         phone          
F                         0.09152         phone          
Hutton                    0.09152         phone          
traded                    0.09152         phone          
near                      0.09152         product        
machine                   0.09152         product        
Operating                 0.09152         product        
circuits                  0.09152         product        
considered                0.09152         product        
Pa                        0.09152         phone          
screen                    0.09152         product        
tailored                  0.09152         phone          
address                   0.09152         phone          
fewer                     0.09152         product        
South                     0.09152         product        
Fox                       0.09152         phone          
represent                 0.09152         phone          
world                     0.09152         phone          
isn                       0.09152         product        
alone                     0.09152         product        
today                     0.09152         product        
architect                 0.09152         product        
shareholder               0.09152         product        
wins                      0.09152         product        
caused                    0.09152         product        
credits                   0.09152         product        
fashion                   0.09152         phone          
Terms                     0.09152         phone          
camera                    0.09152         product        
told                      0.09152         phone          
try                       0.09152         phone          
real                      0.09152         phone          
potentially               0.09152         phone          
lucrative                 0.09152         phone          
must                      0.09152         phone          
retirement                0.09152         phone          
directly                  0.09152         product        
season                    0.09152         phone          
believe                   0.09152         phone          
advanced                  0.09152         phone          
students                  0.09152         phone          
success                   0.09152         product        
whether                   0.09152         phone          
difficult                 0.09152         phone          
raised                    0.09152         phone          
Mitsubishi                0.09152         product        
Turner                    0.09152         phone          
net                       0.09152         product        
income                    0.09152         product        
connected                 0.09152         phone          
guy                       0.09152         product        
taken                     0.09152         product        
prospects                 0.09152         product        
Total                     0.09152         phone          
"That                     0.09152         phone          
won                       0.09152         phone          
frames                    0.09152         product        
France                    0.09152         phone          
high-priced               0.09152         phone          
others                    0.09152         phone          
looked                    0.09152         product        
two-year                  0.09152         product        
